신득구	여자	23	20134878	1084753372	4	2.8
문재교	여자	23	20134879	1084753373	4	2.9
황은혜	여자	23	20134880	1084753374	4	3.0
정경호	여자	23	20134881	1084753375	4	3.1
최동진	여자	23	20134882	1084753376	4	3.2
류송희	여자	23	20134883	1084753377	4	3.3
조현우	여자	23	20134884	1084753378	4	3.4
허은경	여자	23	20134885	1084753379	4	3.5
정정윤	여자	23	20134886	1084753380	4	3.6
석지형	여자	23	20134887	1084753381	4	3.7
이성권	여자	23	20134888	1084753382	4	3.8
이규인	여자	23	20134889	1084753383	4	3.9
송정조	여자	23	20134890	1084753384	4	4.0
박경훈	여자	23	20134891	1084753385	4	4.1
노순범	여자	23	20134892	1084753386	4	4.2
박재규	여자	23	20134893	1084753387	4	4.3
허균	여자	23	20134894	1084753388	4	4.4
박금철	여자	23	20134895	1084753389	4	4.5
윤현규	여자	23	20134896	1084753390	4	1.5
박영복	여자	23	20134897	1084753391	4	1.6
장지웅	여자	23	20134898	1084753392	4	1.7
오계남	여자	23	20134899	1084753393	4	1.8
박제근	여자	23	20134900	1084753394	4	1.9
손영재	여자	23	20134901	1084753395	4	2.0
박의훈	여자	23	20134902	1084753396	4	2.1
윤다경	여자	23	20134903	1084753397	4	2.2
박치민	여자	23	20134904	1084753398	4	2.3
이윤석	여자	23	20134905	1084753399	4	2.4
최동혁	여자	23	20134906	1084753400	4	2.5
노임수	여자	23	20134907	1084753401	4	2.6
김선호	여자	23	20134908	1084753402	4	2.7
손창윤	여자	23	20134909	1084753403	4	2.8
안석주	여자	23	20134910	1084753404	4	2.9
문윤식	여자	23	20134911	1084753405	4	3.0
신우성	여자	23	20134912	1084753406	4	3.1
김지민	여자	23	20134913	1084753407	4	3.2
박근원	여자	23	20134914	1084753408	4	3.3
박열한	여자	23	20134915	1084753409	4	3.4
김갑경	여자	23	20134916	1084753410	4	3.5
이솔미	여자	23	20134917	1084753411	4	3.6
손종로	여자	23	20134918	1084753412	4	3.7
온달한	여자	23	20134919	1084753413	4	3.8
박가람	여자	23	20134920	1084753414	4	3.9
유재량	여자	23	20134921	1084753415	4	4.0
정약용	여자	23	20134922	1084753416	4	4.1
김우찬	여자	23	20134923	1084753417	4	4.2
김경석	여자	23	20134924	1084753418	4	4.3
손홍록	여자	23	20134925	1084753419	4	4.4
신상수	남자	22	20147567	1038472307	3	2.4
백성일	남자	22	20147568	1038472308	3	2.5
전동필	남자	22	20147569	1038472309	3	2.6
박성행	남자	22	20147570	1038472310	3	2.7
박균석	남자	22	20147571	1038472311	3	2.8
송시현	남자	22	20147572	1038472312	3	2.9
김정환	남자	22	20147573	1038472313	3	3.0
박정수	남자	22	20147574	1038472314	3	3.1
박중화	남자	22	20147575	1038472315	3	3.2
차미영	남자	22	20147576	1038472316	3	3.3
윤봉길	남자	22	20147577	1038472317	3	3.4
최해석	남자	22	20147578	1038472318	3	3.5
구봉근	남자	22	20147579	1038472319	3	3.6
박다혜	남자	22	20147580	1038472320	3	3.7
김양현	남자	22	20147581	1038472321	3	3.8
강성삼	남자	22	20147582	1038472322	3	3.9
김미혜	남자	22	20147583	1038472323	3	4.0
김희수	남자	22	20147584	1038472324	3	4.1
박상검	남자	22	20147585	1038472325	3	4.2
이승만	남자	22	20147586	1038472326	3	4.3
유시발	남자	22	20147587	1038472327	3	4.4
송국준	남자	22	20147588	1038472328	3	4.5
지상준	남자	22	20147589	1038472329	3	1.5
안창호	남자	22	20147590	1038472330	3	1.6
손창준	남자	22	20147591	1038472331	3	1.7
이성희	남자	22	20147592	1038472332	3	1.8
박성석	남자	22	20147593	1038472333	3	1.9
변종현	남자	22	20147594	1038472334	3	2.0
남궁억	남자	22	20147595	1038472335	3	2.1
신경희	남자	22	20147596	1038472336	3	2.2
오국헌	남자	22	20147597	1038472337	3	2.3
석주명	남자	22	20147598	1038472338	3	2.4
이동원	남자	22	20147599	1038472339	3	2.5
박대관	남자	22	20147600	1038472340	3	2.6
사공민	남자	22	20147601	1038472341	3	2.7
임현수	남자	22	20147602	1038472342	3	2.8
손진우	남자	22	20147603	1038472343	3	2.9
박종유	남자	22	20147604	1038472344	3	3.0
문정민	남자	22	20147605	1038472345	3	3.1
이육사	남자	22	20147606	1038472346	3	3.2
고성원	남자	22	20147607	1038472347	3	3.3
박성양	남자	22	20147608	1038472348	3	3.4
박유전	남자	22	20147609	1038472349	3	3.5
유약한	남자	22	20147610	1038472350	3	3.6
박마르다	남자	22	20147611	1038472351	3	3.7
진지환	남자	22	20147612	1038472352	3	3.8
김혜진	남자	22	20147613	1038472353	3	3.9
강문규	남자	22	20147614	1038472354	3	4.0
강경서	남자	22	20147615	1038472355	3	4.1
김춘식	남자	22	20147616	1038472356	3	4.2
이시발	남자	22	20147617	1038472357	3	4.3
효정	남자	22	20147618	1038472358	3	4.4
김규성	남자	22	20147619	1038472359	3	4.5
이상범	남자	22	20147620	1038472360	3	1.5
강정연	남자	22	20147621	1038472361	3	1.6
강민수	남자	22	20147622	1038472362	3	1.7
박도상	남자	22	20147623	1038472363	3	1.8
마재윤	남자	22	20147624	1038472364	3	1.9
양영준	남자	22	20147625	1038472365	3	2.0
박진수	남자	22	20147626	1038472366	3	2.1
정회영	남자	22	20147627	1038472367	3	2.2
박은혜	남자	22	20147628	1038472368	3	2.3
송영수	남자	22	20147629	1038472369	3	2.4
유경혜	남자	22	20147630	1038472370	3	2.5
노종균	남자	22	20147631	1038472371	3	2.6
손두환	남자	22	20147632	1038472372	3	2.7
최은정	남자	22	20147633	1038472373	3	2.8
박문수	남자	22	20147634	1038472374	3	2.9
장득현	남자	22	20147635	1038472375	3	3.0
유영원	남자	22	20147636	1038472376	3	3.1
황민경	남자	22	20147637	1038472377	3	3.2
요원랑	남자	22	20147638	1038472378	3	3.3
박영교	남자	22	20147639	1038472379	3	3.4
박도유	남자	22	20147640	1038472380	3	3.5
박그레고리	남자	22	20147641	1038472381	3	3.6
이동규	남자	22	20147642	1038472382	3	3.7
박상덕	남자	22	20147643	1038472383	3	3.8
노경호	남자	22	20147644	1038472384	3	3.9
신동호	남자	22	20147645	1038472385	3	4.0
박영규	남자	22	20147646	1038472386	3	4.1
하백	남자	22	20147647	1038472387	3	4.2
이명환	남자	22	20147648	1038472388	3	4.3
정하휘	남자	22	20147649	1038472389	3	4.4
김보명	남자	22	20147650	1038472390	3	4.5
홍정자	남자	22	20147651	1038472391	3	1.5
박병규	남자	22	20147652	1038472392	3	1.6
박서봉	남자	22	20147653	1038472393	3	1.7
이승엽	남자	22	20147654	1038472394	3	1.8
성원규	남자	22	20147655	1038472395	3	1.9
권용희	남자	22	20147656	1038472396	3	2.0
박석명	남자	22	20147657	1038472397	3	2.1
류혜림	남자	22	20147658	1038472398	3	2.2
성준설	남자	22	20147659	1038472399	3	2.3
송국준I	남자	22	20147660	1038472400	3	2.4
윤서진	남자	22	20147661	1038472401	3	2.5
김승철	남자	22	20147662	1038472402	3	2.6
이시백	남자	22	20147663	1038472403	3	2.7
이중섭	남자	22	20147664	1038472404	3	2.8
박종훈	남자	22	20147665	1038472405	3	2.9
박문일	남자	22	20147666	1038472406	3	3.0
박종화	남자	22	20147667	1038472407	3	3.1
윤건훈	여자	22	20147668	1084753345	3	3.2
김연희	여자	22	20147669	1084753346	3	3.3
조민수	여자	22	20147670	1084753347	3	3.4
안익태	남자	21	20157461	1038472211	2	2.1
한명회	남자	21	20157462	1038472212	2	2.2
서원규	남자	21	20157463	1038472213	2	2.3
교필	남자	21	20157464	1038472214	2	2.4
변철균	남자	21	20157465	1038472215	2	2.5
곽상훈	남자	21	20157466	1038472216	2	2.6
궁예	남자	21	20157467	1038472217	2	2.7
권지해	남자	21	20157468	1038472218	2	2.8
함미경	남자	21	20157469	1038472219	2	2.9
이규보	남자	21	20157470	1038472220	2	3.0
양주현	남자	21	20157471	1038472221	2	3.1
이현진	남자	21	20157472	1038472222	2	3.2
변미숙	남자	21	20157473	1038472223	2	3.3
박종갑	남자	21	20157474	1038472224	2	3.4
오함마	남자	21	20157475	1038472225	2	3.5
박동진	남자	21	20157476	1038472226	2	3.6
임동수	남자	21	20157477	1038472227	2	3.7
신한승	남자	21	20157478	1038472228	2	3.8
김상영	남자	21	20157479	1038472229	2	3.9
김경태	남자	21	20157480	1038472230	2	4.0
염상섭	남자	21	20157481	1038472231	2	4.1
김상훈	남자	21	20157482	1038472232	2	4.2
성주덕	남자	21	20157483	1038472233	2	4.3
정구윤	남자	21	20157484	1038472234	2	4.4
박재혁	남자	21	20157485	1038472235	2	4.5
김지원	남자	21	20157486	1038472236	2	1.5
이기승	남자	21	20157487	1038472237	2	1.6
조성진	남자	21	20157488	1038472238	2	1.7
최한뉘	남자	21	20157489	1038472239	2	1.8
박장호	남자	21	20157490	1038472240	2	1.9
송지영	남자	21	20157491	1038472241	2	2.0
송정규	남자	21	20157492	1038472242	2	2.1
윤혜경	남자	21	20157493	1038472243	2	2.2
김광균	남자	21	20157494	1038472244	2	2.3
강규찬	남자	21	20157495	1038472245	2	2.4
이봉창	남자	21	20157496	1038472246	2	2.5
박동열	남자	21	20157497	1038472247	2	2.6
박순천	남자	21	20157498	1038472248	2	2.7
박술희	남자	21	20157499	1038472249	2	2.8
박인복	남자	21	20157500	1038472250	2	2.9
이창근	남자	21	20157501	1038472251	2	3.0
진미선	남자	21	20157502	1038472252	2	3.1
박승원	남자	21	20157503	1038472253	2	3.2
장영실	남자	21	20157504	1038472254	2	3.3
유성룡	남자	21	20157505	1038472255	2	3.4
김진호	남자	21	20157506	1038472256	2	3.5
박신경	남자	21	20157507	1038472257	2	3.6
신동엽	남자	21	20157508	1038472258	2	3.7
임경민	남자	21	20157509	1038472259	2	3.8
이상	남자	21	20157510	1038472260	2	3.9
이태일	남자	21	20157511	1038472261	2	4.0
박제민	남자	21	20157512	1038472262	2	4.1
을파소	남자	21	20157513	1038472263	2	4.2
김은주	남자	21	20157514	1038472264	2	4.3
박팔괘	남자	21	20157515	1038472265	2	4.4
해모수	남자	21	20157516	1038472266	2	4.5
김태연	남자	21	20157517	1038472267	2	1.5
지상규	남자	21	20157518	1038472268	2	1.6
황소현	남자	21	20157519	1038472269	2	1.7
박종환	남자	21	20157520	1038472270	2	1.8
임현석	남자	21	20157521	1038472271	2	1.9
강선여	남자	21	20157522	1038472272	2	2.0
신경원	남자	21	20157523	1038472273	2	2.1
김동현	남자	21	20157524	1038472274	2	2.2
손희진	남자	21	20157525	1038472275	2	2.3
민주현	남자	21	20157526	1038472276	2	2.4
박정현	남자	21	20157527	1038472277	2	2.5
손대업	남자	21	20157528	1038472278	2	2.6
이종형	남자	21	20157529	1038472279	2	2.7
신지제	남자	21	20157530	1038472280	2	2.8
성원묵	남자	21	20157531	1038472281	2	2.9
황진이	남자	21	20157532	1038472282	2	3.0
정기남	남자	21	20157533	1038472283	2	3.1
박기태	남자	21	20157534	1038472284	2	3.2
양헌수	남자	21	20157535	1038472285	2	3.3
손병흠	남자	21	20157536	1038472286	2	3.4
서경우	남자	21	20157537	1038472287	2	3.5
박마리아	남자	21	20157538	1038472288	2	3.6
성수묵	남자	21	20157539	1038472289	2	3.7
박용철	남자	21	20157540	1038472290	2	3.8
박용만	남자	21	20157541	1038472291	2	3.9
성이문	남자	21	20157542	1038472292	2	4.0
강복성	남자	21	20157543	1038472293	2	4.1
김건희	남자	21	20157544	1038472294	2	4.2
임종현	남자	21	20157545	1038472295	2	4.3
송진명	남자	21	20157546	1038472296	2	4.4
이정우	남자	21	20157547	1038472297	2	4.5
황희	남자	21	20157548	1038472298	2	1.5
한기태	남자	21	20157549	1038472299	2	1.6
양승우	남자	21	20157550	1038472300	2	1.7
안남원	남자	21	20157551	1038472301	2	1.8
성호선	남자	21	20157552	1038472302	2	1.9
서정현	남자	21	20157553	1038472303	2	2.0
박성재	남자	21	20157554	1038472304	2	2.1
윤회	남자	21	20157555	1038472305	2	2.2
강승윤	남자	21	20157556	1038472306	3	2.3
이지훈	남자	20	20164351	1038472112	1	1.5
소나	남자	20	20164352	1038472113	1	1.6
고광수	남자	20	20164353	1038472114	1	1.7
박신규	남자	20	20164354	1038472115	1	1.8
박인상	남자	20	20164355	1038472116	1	1.9
노원섭	남자	20	20164356	1038472117	1	2.0
방지성	남자	20	20164357	1038472118	1	2.1
김거복	남자	20	20164358	1038472119	1	2.2
도신수	남자	20	20164359	1038472120	1	2.3
이정준	남자	20	20164360	1038472121	1	2.4
김세훈	남자	20	20164361	1038472122	1	2.5
박인화	남자	20	20164362	1038472123	1	2.6
박용남	남자	20	20164363	1038472124	1	2.7
박시창	남자	20	20164364	1038472125	1	2.8
임경수	남자	20	20164365	1038472126	1	2.9
서정미	남자	20	20164366	1038472127	1	3.0
박규명	남자	20	20164367	1038472128	1	3.1
김민지	남자	20	20164368	1038472129	1	3.2
배정환	남자	20	20164369	1038472130	1	3.3
유권민	남자	20	20164370	1038472131	1	3.4
인현숙	남자	20	20164371	1038472132	1	3.5
이사부	남자	20	20164372	1038472133	1	3.6
박영만	남자	20	20164373	1038472134	1	3.7
박영섭	남자	20	20164374	1038472135	1	3.8
문용호	남자	20	20164375	1038472136	1	3.9
박신윤	남자	20	20164376	1038472137	1	4.0
유가원	남자	20	20164377	1038472138	1	4.1
황광호	남자	20	20164378	1038472139	1	4.2
박육화	남자	20	20164379	1038472140	1	4.3
금은화	남자	20	20164380	1038472141	1	4.4
박은지	남자	20	20164381	1038472142	1	4.5
채선영	남자	20	20164382	1038472143	1	1.5
박성희	남자	20	20164383	1038472144	1	1.6
성미숙	남자	20	20164384	1038472145	1	1.7
최문도	남자	20	20164385	1038472146	1	1.8
김윤정	남자	20	20164386	1038472147	1	1.9
신지남	남자	20	20164387	1038472148	1	2.0
박상근	남자	20	20164388	1038472149	1	2.1
안승현	남자	20	20164389	1038472150	1	2.2
고병희	남자	20	20164390	1038472151	1	2.3
박기완	남자	20	20164391	1038472152	1	2.4
손순흥	남자	20	20164392	1038472153	1	2.5
유정	남자	20	20164393	1038472154	1	2.6
최현규	남자	20	20164394	1038472155	1	2.7
성효원	남자	20	20164395	1038472156	1	2.8
박재현	남자	20	20164396	1038472157	1	2.9
박용희	남자	20	20164397	1038472158	1	3.0
박승건	남자	20	20164398	1038472159	1	3.1
강규란	남자	20	20164399	1038472160	1	3.2
김정길	남자	20	20164400	1038472161	1	3.3
박수홍	남자	20	20164401	1038472162	1	3.4
하유리	남자	20	20164402	1038472163	1	3.5
손영민	남자	20	20164403	1038472164	1	3.6
문익점	남자	20	20164404	1038472165	1	3.7
최정목	남자	20	20164405	1038472166	1	3.8
정동현	남자	20	20164406	1038472167	1	3.9
김기현	남자	20	20164407	1038472168	1	4.0
김은정	남자	20	20164408	1038472169	1	4.1
강정현	남자	20	20164409	1038472170	1	4.2
정다혜	남자	20	20164410	1038472171	1	4.3
노은신	남자	20	20164411	1038472172	1	4.4
남미화	남자	20	20164412	1038472173	1	4.5
신필정	남자	20	20164413	1038472174	1	1.5
안귀생	남자	20	20164414	1038472175	1	1.6
이치우	남자	20	20164415	1038472176	1	1.7
송준길	남자	20	20164416	1038472177	1	1.8
박영주	남자	20	20164417	1038472178	1	1.9
이정표	남자	20	20164418	1038472179	1	2.0
임기백	남자	20	20164419	1038472180	1	2.1
강태욱	남자	20	20164420	1038472181	1	2.2
문상희	남자	20	20164421	1038472182	1	2.3
민종식	남자	20	20164422	1038472183	1	2.4
김동민	남자	20	20164423	1038472184	1	2.5
소휘천	남자	20	20164424	1038472185	1	2.6
박소영	남자	20	20164425	1038472186	1	2.7
김선영	남자	20	20164426	1038472187	1	2.8
이동연	남자	20	20164427	1038472188	1	2.9
하만균	남자	20	20164428	1038472189	1	3.0
강수연	남자	20	20164429	1038472190	1	3.1
박순	남자	20	20164430	1038472191	1	3.2
손진태	남자	20	20164431	1038472192	1	3.3
강민저	남자	20	20164432	1038472193	1	3.4
강극성	남자	20	20164433	1038472194	1	3.5
최수연	남자	20	20164434	1038472195	1	3.6
신미화	남자	20	20164435	1038472196	1	3.7
문지현	남자	20	20164436	1038472197	1	3.8
심익현	남자	20	20164437	1038472198	1	3.9
용검	남자	20	20164438	1038472199	1	4.0
전재민	남자	20	20164439	1038472200	1	4.1
송종익	남자	20	20164440	1038472201	1	4.2
민영목	남자	20	20164441	1038472202	1	4.3
성윤신	남자	20	20164442	1038472203	1	4.4
정봉준	남자	20	20164443	1038472204	1	4.5
하경애	남자	20	20164444	1038472205	1	1.5
송선화	남자	20	20164445	1038472206	1	1.6
김관호	남자	20	20164446	1038472207	1	1.7
이탄율	남자	20	20164447	1038472208	1	1.8
최무진	남자	20	20164448	1038472209	1	1.9
유관순	남자	20	20164449	1038472210	1	2.0
